source,target,relationshipType,properties
22,24,RELATED,"{order: 11, description: is a more specific type of, metadata: {\""summary\"": \""The text appears to be a table of contents for a section about insomnia, including chronic insomnia disorder, short-term insomnia disorder, other insomnia disorder, and isolated symptoms and normal variants, with a subsection for \\""Excessive Time in Bed.\\""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
22,26,RELATED,"{order: 11, description: is a more specific type of, metadata: {\""summary\"": \""The text appears to be a table of contents for a section about insomnia, including chronic insomnia disorder, short-term insomnia disorder, other insomnia disorder, and isolated symptoms and normal variants, with a subsection for \\""Excessive Time in Bed.\\""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
27,22,RELATED,"{order: 11, description: is a symptom of, metadata: {\""summary\"": \""The text appears to be a table of contents for a section about insomnia, including chronic insomnia disorder, short-term insomnia disorder, other insomnia disorder, and isolated symptoms and normal variants, with a subsection for \\""Excessive Time in Bed.\\""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
28,523,RELATED,"{order: 12, description: relates_to, metadata: {\""summary\"": \""The text suggests the presence of a person who is a \\""short sleeper,\\"" which implies that this individual requires or typically gets only 47 hours of sleep. However, the provided text contains only this information and lacks further context or details.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
22,18,RELATED,"{order: 13, description: is a specific type of, metadata: {\""summary\"": \""The text pertains to sleep disorders, specifically those characterized by the complaint of insomnia. In other words, it discusses various types of sleep disorders where people have trouble falling or staying asleep.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
156,524,RELATED,"{order: 14, description: has_symptom, metadata: {\""summary\"": \""Insomnia is defined as consistent trouble with falling asleep, staying asleep, or achieving quality sleep, even when there is a suitable environment and opportunity for sleep, leading to daytime impairment.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
156,525,RELATED,"{order: 14, description: results_in, metadata: {\""summary\"": \""Insomnia is defined as consistent trouble with falling asleep, staying asleep, or achieving quality sleep, even when there is a suitable environment and opportunity for sleep, leading to daytime impairment.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
156,526,RELATED,"{order: 14, description: relates_to, metadata: {\""summary\"": \""Insomnia is defined as consistent trouble with falling asleep, staying asleep, or achieving quality sleep, even when there is a suitable environment and opportunity for sleep, leading to daytime impairment.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
22,527,RELATED,"{order: 15, description: has_symptom, metadata: {\""summary\"": \""Insomnia is characterized by three components: persistent difficulty sleeping, adequate opportunity for sleep, and resulting daytime dysfunction.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
22,528,RELATED,"{order: 15, description: requires_test, metadata: {\""summary\"": \""Insomnia is characterized by three components: persistent difficulty sleeping, adequate opportunity for sleep, and resulting daytime dysfunction.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
22,529,RELATED,"{order: 15, description: results_in, metadata: {\""summary\"": \""Insomnia is characterized by three components: persistent difficulty sleeping, adequate opportunity for sleep, and resulting daytime dysfunction.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
156,530,RELATED,"{order: 16, description: has_symptom, metadata: {\""summary\"": \""The text indicates that insomnia in adults mainly involves problems with falling asleep or staying asleep.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
531,532,RELATED,"{order: 17, description: has_symptom, metadata: {\""summary\"": \""The text expresses concerns about prolonged periods of wakefulness at night, inadequate amounts of nighttime sleep, and poor sleep quality.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
531,533,RELATED,"{order: 17, description: has_symptom, metadata: {\""summary\"": \""The text expresses concerns about prolonged periods of wakefulness at night, inadequate amounts of nighttime sleep, and poor sleep quality.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
534,534,RELATED,"{order: 17, description: has_symptom, metadata: {\""summary\"": \""The text expresses concerns about prolonged periods of wakefulness at night, inadequate amounts of nighttime sleep, and poor sleep quality.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
535,536,RELATED,"{order: 18, description: has_symptom. The text mentions that individuals who report certain sleep related symptoms are considered to have insomnia disorder., metadata: {\""summary\"": \""The text states that individuals who experience sleep-related symptoms without any negative impact on daytime functioning do not have a clinical insomnia disorder requiring treatment, other than education and reassurance.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
536,537,RELATED,"{order: 18, description: treated_by. The text mentions that individuals with insomnia disorder are treated with education and reassurance., metadata: {\""summary\"": \""The text states that individuals who experience sleep-related symptoms without any negative impact on daytime functioning do not have a clinical insomnia disorder requiring treatment, other than education and reassurance.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
525,536,RELATED,"{order: 18, description: has_symptom. The text mentions that the absence of daytime impairment is considered in the diagnosis of insomnia disorder., metadata: {\""summary\"": \""The text states that individuals who experience sleep-related symptoms without any negative impact on daytime functioning do not have a clinical insomnia disorder requiring treatment, other than education and reassurance.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
22,538,RELATED,"{order: 19, description: has_symptom. Insomnia is characterized by bedtime resistance, frequent nighttime awakenings and/or an inability to sleep independently., metadata: {\""summary\"": \""Insomnia in children is commonly reported by caretakers and includes symptoms such as resistance to going to bed, frequent nighttime awakenings, and difficulty sleeping without assistance.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
22,539,RELATED,"{order: 19, description: is_risk_factor_for. Insomnia among children is often reported by their caretakers., metadata: {\""summary\"": \""Insomnia in children is commonly reported by caretakers and includes symptoms such as resistance to going to bed, frequent nighttime awakenings, and difficulty sleeping without assistance.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
540,541,RELATED,"{order: 20, description: results_in, metadata: {\""summary\"": \""The text discusses sleep concerns that occur at night and result in daytime impairments. These daytime issues may be due to nighttime sleep difficulties or a common, unidentified mechanism affecting sleep and wakefulness.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
540,541,RELATED,"{order: 20, description: presumably_caused_by, metadata: {\""summary\"": \""The text discusses sleep concerns that occur at night and result in daytime impairments. These daytime issues may be due to nighttime sleep difficulties or a common, unidentified mechanism affecting sleep and wakefulness.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
542,541,RELATED,"{order: 20, description: presumably_caused_by, metadata: {\""summary\"": \""The text discusses sleep concerns that occur at night and result in daytime impairments. These daytime issues may be due to nighttime sleep difficulties or a common, unidentified mechanism affecting sleep and wakefulness.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
543,541,RELATED,"{order: 20, description: presumably_caused_by, metadata: {\""summary\"": \""The text discusses sleep concerns that occur at night and result in daytime impairments. These daytime issues may be due to nighttime sleep difficulties or a common, unidentified mechanism affecting sleep and wakefulness.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
544,545,RELATED,"{order: 21, description: results_in, metadata: {\""summary\"": \""The text describes daytime symptoms of a condition, which include fatigue, decreased mood or irritability, general malaise, and cognitive impairment.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
544,546,RELATED,"{order: 21, description: results_in, metadata: {\""summary\"": \""The text describes daytime symptoms of a condition, which include fatigue, decreased mood or irritability, general malaise, and cognitive impairment.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
544,547,RELATED,"{order: 21, description: results_in, metadata: {\""summary\"": \""The text describes daytime symptoms of a condition, which include fatigue, decreased mood or irritability, general malaise, and cognitive impairment.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
544,548,RELATED,"{order: 21, description: results_in, metadata: {\""summary\"": \""The text describes daytime symptoms of a condition, which include fatigue, decreased mood or irritability, general malaise, and cognitive impairment.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
497,549,RELATED,"{order: 22, description: results_in, metadata: {\""summary\"": \""Chronic insomnia negatively affects social, vocational, and academic performance in adults and children, respectively, and reduces quality of life and causes behavioral issues in both age groups.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
497,550,RELATED,"{order: 22, description: results_in, metadata: {\""summary\"": \""Chronic insomnia negatively affects social, vocational, and academic performance in adults and children, respectively, and reduces quality of life and causes behavioral issues in both age groups.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
156,551,RELATED,"{order: 23, description: has_symptom, metadata: {\""summary\"": \""The text mentions that some insomnia patients may experience physical symptoms like muscle tension, palpitations, or headaches, which can also be attributed to their sleep disorder.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
156,552,RELATED,"{order: 23, description: has_symptom, metadata: {\""summary\"": \""The text mentions that some insomnia patients may experience physical symptoms like muscle tension, palpitations, or headaches, which can also be attributed to their sleep disorder.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
156,553,RELATED,"{order: 23, description: has_symptom, metadata: {\""summary\"": \""The text mentions that some insomnia patients may experience physical symptoms like muscle tension, palpitations, or headaches, which can also be attributed to their sleep disorder.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
